# splot [u=0:6.28] (1-sin(u))*cos(u)-0.3, (1-sin(u))*sin(u)+0.2, 3*sin(u) notitle
point14170 < -0.315138 0.246574 2.853083 >
point14171 < -0.315157 0.246611 2.852960 >
point14172 < -0.315175 0.246648 2.852836 >
point14173 < -0.315194 0.246685 2.852713 >
point14174 < -0.315213 0.246722 2.852589 >
point14175 < -0.315232 0.246760 2.852466 >
point14176 < -0.315251 0.246797 2.852342 >
point14177 < -0.315270 0.246834 2.852218 >
point14178 < -0.315289 0.246871 2.852095 >
point14179 < -0.315308 0.246908 2.851971 >
point14180 < -0.315327 0.246946 2.851847 >
point14181 < -0.315346 0.246983 2.851723 >
point14182 < -0.315366 0.247020 2.851599 >
point14183 < -0.315385 0.247057 2.851475 >
point14184 < -0.315404 0.247094 2.851351 >
point14185 < -0.315423 0.247132 2.851227 >
point14186 < -0.315442 0.247169 2.851103 >
point14187 < -0.315461 0.247206 2.850979 >
point14188 < -0.315480 0.247244 2.850855 >
point14189 < -0.315500 0.247281 2.850730 >
point14190 < -0.315519 0.247318 2.850606 >
point14191 < -0.315538 0.247356 2.850481 >
point14192 < -0.315557 0.247393 2.850357 >
point14193 < -0.315577 0.247430 2.850233 >
point14194 < -0.315596 0.247468 2.850108 >
point14195 < -0.315615 0.247505 2.849983 >
point14196 < -0.315634 0.247542 2.849859 >
point14197 < -0.315654 0.247580 2.849734 >
point14198 < -0.315673 0.247617 2.849609 >
point14199 < -0.315692 0.247655 2.849484 >
point14200 < -0.315712 0.247692 2.849360 >
point14201 < -0.315731 0.247730 2.849235 >
point14202 < -0.315750 0.247767 2.849110 >
point14203 < -0.315770 0.247804 2.848985 >
point14204 < -0.315789 0.247842 2.848860 >
point14205 < -0.315809 0.247879 2.848735 >
point14206 < -0.315828 0.247917 2.848609 >
point14207 < -0.315848 0.247954 2.848484 >
point14208 < -0.315867 0.247992 2.848359 >
point14209 < -0.315887 0.248030 2.848234 >
point14210 < -0.315906 0.248067 2.848108 >
point14211 < -0.315926 0.248105 2.847983 >
point14212 < -0.315945 0.248142 2.847858 >
point14213 < -0.315965 0.248180 2.847732 >
point14214 < -0.315984 0.248217 2.847606 >
point14215 < -0.316004 0.248255 2.847481 >
point14216 < -0.316024 0.248293 2.847355 >
point14217 < -0.316043 0.248330 2.847229 >
point14218 < -0.316063 0.248368 2.847104 >
point14219 < -0.316083 0.248406 2.846978 >
point14220 < -0.316102 0.248443 2.846852 >
point14221 < -0.316122 0.248481 2.846726 >
point14222 < -0.316142 0.248519 2.846600 >
point14223 < -0.316161 0.248556 2.846474 >
point14224 < -0.316181 0.248594 2.846348 >
point14225 < -0.316201 0.248632 2.846222 >
point14226 < -0.316221 0.248670 2.846096 >
point14227 < -0.316240 0.248707 2.845970 >
point14228 < -0.316260 0.248745 2.845843 >
point14229 < -0.316280 0.248783 2.845717 >
point14230 < -0.316300 0.248821 2.845591 >
point14231 < -0.316320 0.248858 2.845464 >
point14232 < -0.316339 0.248896 2.845338 >
point14233 < -0.316359 0.248934 2.845211 >
point14234 < -0.316379 0.248972 2.845085 >
point14235 < -0.316399 0.249010 2.844958 >
point14236 < -0.316419 0.249048 2.844831 >
point14237 < -0.316439 0.249085 2.844705 >
point14238 < -0.316459 0.249123 2.844578 >
point14239 < -0.316479 0.249161 2.844451 >
point14240 < -0.316499 0.249199 2.844324 >
point14241 < -0.316519 0.249237 2.844197 >
point14242 < -0.316539 0.249275 2.844070 >
point14243 < -0.316559 0.249313 2.843943 >
point14244 < -0.316579 0.249351 2.843816 >
point14245 < -0.316599 0.249389 2.843689 >
point14246 < -0.316619 0.249427 2.843562 >
point14247 < -0.316639 0.249465 2.843435 >
point14248 < -0.316659 0.249503 2.843308 >
point14249 < -0.316680 0.249541 2.843180 >
point14250 < -0.316700 0.249579 2.843053 >
point14251 < -0.316720 0.249617 2.842925 >
point14252 < -0.316740 0.249655 2.842798 >
point14253 < -0.316760 0.249693 2.842670 >
point14254 < -0.316780 0.249731 2.842543 >
point14255 < -0.316801 0.249769 2.842415 >
point14256 < -0.316821 0.249807 2.842288 >
point14257 < -0.316841 0.249845 2.842160 >
point14258 < -0.316861 0.249883 2.842032 >
point14259 < -0.316882 0.249921 2.841904 >
point14260 < -0.316902 0.249960 2.841776 >
point14261 < -0.316922 0.249998 2.841648 >
point14262 < -0.316943 0.250036 2.841521 >
point14263 < -0.316963 0.250074 2.841393 >
point14264 < -0.316983 0.250112 2.841264 >
point14265 < -0.317004 0.250150 2.841136 >
point14266 < -0.317024 0.250189 2.841008 >
point14267 < -0.317044 0.250227 2.840880 >
point14268 < -0.317065 0.250265 2.840752 >
point14269 < -0.317085 0.250303 2.840623 >
point14270 < -0.317106 0.250341 2.840495 >
point14271 < -0.317126 0.250380 2.840367 >
point14272 < -0.317147 0.250418 2.840238 >
point14273 < -0.317167 0.250456 2.840110 >
point14274 < -0.317188 0.250495 2.839981 >
point14275 < -0.317208 0.250533 2.839852 >
point14276 < -0.317229 0.250571 2.839724 >
point14277 < -0.317249 0.250609 2.839595 >
point14278 < -0.317270 0.250648 2.839466 >
point14279 < -0.317291 0.250686 2.839337 >
point14280 < -0.317311 0.250725 2.839208 >
point14281 < -0.317332 0.250763 2.839079 >
point14282 < -0.317353 0.250801 2.838951 >
point14283 < -0.317373 0.250840 2.838821 >
point14284 < -0.317394 0.250878 2.838692 >
point14285 < -0.317415 0.250916 2.838563 >
point14286 < -0.317435 0.250955 2.838434 >
point14287 < -0.317456 0.250993 2.838305 >
point14288 < -0.317477 0.251032 2.838176 >
point14289 < -0.317498 0.251070 2.838046 >
point14290 < -0.317518 0.251109 2.837917 >
point14291 < -0.317539 0.251147 2.837787 >
point14292 < -0.317560 0.251186 2.837658 >
point14293 < -0.317581 0.251224 2.837528 >
point14294 < -0.317602 0.251263 2.837399 >
point14295 < -0.317622 0.251301 2.837269 >
point14296 < -0.317643 0.251340 2.837140 >
point14297 < -0.317664 0.251378 2.837010 >
point14298 < -0.317685 0.251417 2.836880 >
point14299 < -0.317706 0.251455 2.836750 >
point14300 < -0.317727 0.251494 2.836620 >
point14301 < -0.317748 0.251533 2.836490 >
point14302 < -0.317769 0.251571 2.836360 >
point14303 < -0.317790 0.251610 2.836230 >
point14304 < -0.317811 0.251648 2.836100 >
point14305 < -0.317832 0.251687 2.835970 >
point14306 < -0.317853 0.251726 2.835840 >
point14307 < -0.317874 0.251764 2.835710 >
point14308 < -0.317895 0.251803 2.835579 >
point14309 < -0.317916 0.251842 2.835449 >
point14310 < -0.317937 0.251880 2.835319 >
point14311 < -0.317958 0.251919 2.835188 >
point14312 < -0.317980 0.251958 2.835058 >
point14313 < -0.318001 0.251997 2.834927 >
point14314 < -0.318022 0.252035 2.834797 >
point14315 < -0.318043 0.252074 2.834666 >
point14316 < -0.318064 0.252113 2.834535 >
point14317 < -0.318085 0.252152 2.834405 >
point14318 < -0.318107 0.252190 2.834274 >
point14319 < -0.318128 0.252229 2.834143 >
point14320 < -0.318149 0.252268 2.834012 >
point14321 < -0.318170 0.252307 2.833881 >
point14322 < -0.318192 0.252346 2.833750 >
point14323 < -0.318213 0.252384 2.833619 >
point14324 < -0.318234 0.252423 2.833488 >
point14325 < -0.318256 0.252462 2.833357 >
point14326 < -0.318277 0.252501 2.833226 >
point14327 < -0.318298 0.252540 2.833095 >
point14328 < -0.318320 0.252579 2.832963 >
point14329 < -0.318341 0.252618 2.832832 >
point14330 < -0.318363 0.252657 2.832701 >
point14331 < -0.318384 0.252696 2.832569 >
point14332 < -0.318405 0.252734 2.832438 >
point14333 < -0.318427 0.252773 2.832306 >
point14334 < -0.318448 0.252812 2.832174 >
point14335 < -0.318470 0.252851 2.832043 >
point14336 < -0.318491 0.252890 2.831911 >
point14337 < -0.318513 0.252929 2.831779 >
point14338 < -0.318535 0.252968 2.831648 >
point14339 < -0.318556 0.253007 2.831516 >
point14340 < -0.318578 0.253046 2.831384 >
point14341 < -0.318599 0.253085 2.831252 >
point14342 < -0.318621 0.253124 2.831120 >
point14343 < -0.318643 0.253163 2.830988 >
point14344 < -0.318664 0.253203 2.830856 >
point14345 < -0.318686 0.253242 2.830724 >
point14346 < -0.318708 0.253281 2.830592 >
point14347 < -0.318729 0.253320 2.830459 >
point14348 < -0.318751 0.253359 2.830327 >
point14349 < -0.318773 0.253398 2.830195 >
point14350 < -0.318794 0.253437 2.830062 >
point14351 < -0.318816 0.253476 2.829930 >
point14352 < -0.318838 0.253515 2.829797 >
point14353 < -0.318860 0.253555 2.829665 >
point14354 < -0.318882 0.253594 2.829532 >
point14355 < -0.318903 0.253633 2.829400 >
point14356 < -0.318925 0.253672 2.829267 >
point14357 < -0.318947 0.253711 2.829134 >
point14358 < -0.318969 0.253751 2.829001 >
point14359 < -0.318991 0.253790 2.828869 >
point14360 < -0.319013 0.253829 2.828736 >
point14361 < -0.319035 0.253868 2.828603 >
point14362 < -0.319057 0.253908 2.828470 >
point14363 < -0.319079 0.253947 2.828337 >
point14364 < -0.319101 0.253986 2.828204 >
point14365 < -0.319123 0.254025 2.828070 >
point14366 < -0.319145 0.254065 2.827937 >
point14367 < -0.319167 0.254104 2.827804 >
point14368 < -0.319189 0.254143 2.827671 >
point14369 < -0.319211 0.254183 2.827537 >
point14370 < -0.319233 0.254222 2.827404 >
point14371 < -0.319255 0.254261 2.827271 >
point14372 < -0.319277 0.254301 2.827137 >
point14373 < -0.319299 0.254340 2.827004 >
point14374 < -0.319321 0.254380 2.826870 >
point14375 < -0.319343 0.254419 2.826736 >
point14376 < -0.319366 0.254458 2.826603 >
point14377 < -0.319388 0.254498 2.826469 >
point14378 < -0.319410 0.254537 2.826335 >
point14379 < -0.319432 0.254577 2.826201 >
point14380 < -0.319454 0.254616 2.826067 >
point14381 < -0.319477 0.254656 2.825933 >
point14382 < -0.319499 0.254695 2.825799 >
point14383 < -0.319521 0.254735 2.825665 >
point14384 < -0.319543 0.254774 2.825531 >
point14385 < -0.319566 0.254814 2.825397 >
point14386 < -0.319588 0.254853 2.825263 >
point14387 < -0.319610 0.254893 2.825129 >
point14388 < -0.319633 0.254932 2.824994 >
point14389 < -0.319655 0.254972 2.824860 >
point14390 < -0.319678 0.255011 2.824726 >
point14391 < -0.319700 0.255051 2.824591 >
point14392 < -0.319722 0.255090 2.824457 >
point14393 < -0.319745 0.255130 2.824322 >
point14394 < -0.319767 0.255170 2.824188 >
point14395 < -0.319790 0.255209 2.824053 >
point14396 < -0.319812 0.255249 2.823918 >
point14397 < -0.319835 0.255289 2.823784 >
point14398 < -0.319857 0.255328 2.823649 >
point14399 < -0.319880 0.255368 2.823514 >
point14400 < -0.319903 0.255408 2.823379 >
point14401 < -0.319925 0.255447 2.823244 >
point14402 < -0.319948 0.255487 2.823109 >
point14403 < -0.319970 0.255527 2.822974 >
point14404 < -0.319993 0.255566 2.822839 >
point14405 < -0.320016 0.255606 2.822704 >
point14406 < -0.320038 0.255646 2.822569 >
point14407 < -0.320061 0.255686 2.822433 >
point14408 < -0.320084 0.255725 2.822298 >
point14409 < -0.320106 0.255765 2.822163 >
point14410 < -0.320129 0.255805 2.822027 >
point14411 < -0.320152 0.255845 2.821892 >
point14412 < -0.320175 0.255884 2.821756 >
point14413 < -0.320197 0.255924 2.821621 >
point14414 < -0.320220 0.255964 2.821485 >
point14415 < -0.320243 0.256004 2.821350 >
point14416 < -0.320266 0.256044 2.821214 >
point14417 < -0.320289 0.256084 2.821078 >
point14418 < -0.320312 0.256123 2.820942 >
point14419 < -0.320334 0.256163 2.820807 >
point14420 < -0.320357 0.256203 2.820671 >
point14421 < -0.320380 0.256243 2.820535 >
point14422 < -0.320403 0.256283 2.820399 >
point14423 < -0.320426 0.256323 2.820263 >
point14424 < -0.320449 0.256363 2.820127 >
point14425 < -0.320472 0.256403 2.819991 >
point14426 < -0.320495 0.256443 2.819854 >
point14427 < -0.320518 0.256483 2.819718 >
point14428 < -0.320541 0.256523 2.819582 >
point14429 < -0.320564 0.256563 2.819445 >
point14430 < -0.320587 0.256603 2.819309 >
point14431 < -0.320610 0.256643 2.819173 >
point14432 < -0.320633 0.256683 2.819036 >
point14433 < -0.320657 0.256723 2.818900 >
point14434 < -0.320680 0.256763 2.818763 >
point14435 < -0.320703 0.256803 2.818626 >
point14436 < -0.320726 0.256843 2.818490 >
point14437 < -0.320749 0.256883 2.818353 >
point14438 < -0.320772 0.256923 2.818216 >
point14439 < -0.320796 0.256963 2.818079 >
point14440 < -0.320819 0.257003 2.817942 >
point14441 < -0.320842 0.257043 2.817806 >
point14442 < -0.320865 0.257083 2.817669 >
point14443 < -0.320889 0.257123 2.817531 >
point14444 < -0.320912 0.257164 2.817394 >
point14445 < -0.320935 0.257204 2.817257 >
point14446 < -0.320959 0.257244 2.817120 >
point14447 < -0.320982 0.257284 2.816983 >
point14448 < -0.321005 0.257324 2.816846 >
point14449 < -0.321029 0.257364 2.816708 >
point14450 < -0.321052 0.257405 2.816571 >
point14451 < -0.321075 0.257445 2.816433 >
point14452 < -0.321099 0.257485 2.816296 >
point14453 < -0.321122 0.257525 2.816158 >
point14454 < -0.321146 0.257565 2.816021 >
point14455 < -0.321169 0.257606 2.815883 >
point14456 < -0.321193 0.257646 2.815745 >
point14457 < -0.321216 0.257686 2.815608 >
point14458 < -0.321240 0.257727 2.815470 >
point14459 < -0.321263 0.257767 2.815332 >
point14460 < -0.321287 0.257807 2.815194 >
point14461 < -0.321311 0.257847 2.815056 >
point14462 < -0.321334 0.257888 2.814918 >
point14463 < -0.321358 0.257928 2.814780 >
point14464 < -0.321381 0.257968 2.814642 >
point14465 < -0.321405 0.258009 2.814504 >
point14466 < -0.321429 0.258049 2.814366 >
point14467 < -0.321452 0.258090 2.814228 >
point14468 < -0.321476 0.258130 2.814089 >
point14469 < -0.321500 0.258170 2.813951 >
point14470 < -0.321524 0.258211 2.813813 >
point14471 < -0.321547 0.258251 2.813674 >
point14472 < -0.321571 0.258292 2.813536 >
point14473 < -0.321595 0.258332 2.813397 >
point14474 < -0.321619 0.258372 2.813259 >
point14475 < -0.321642 0.258413 2.813120 >
point14476 < -0.321666 0.258453 2.812981 >
point14477 < -0.321690 0.258494 2.812843 >
point14478 < -0.321714 0.258534 2.812704 >
point14479 < -0.321738 0.258575 2.812565 >
point14480 < -0.321762 0.258615 2.812426 >
point14481 < -0.321786 0.258656 2.812287 >
point14482 < -0.321810 0.258696 2.812148 >
point14483 < -0.321834 0.258737 2.812009 >
point14484 < -0.321858 0.258777 2.811870 >
point14485 < -0.321882 0.258818 2.811731 >
point14486 < -0.321906 0.258859 2.811592 >
point14487 < -0.321930 0.258899 2.811453 >
point14488 < -0.321954 0.258940 2.811313 >
point14489 < -0.321978 0.258980 2.811174 >
point14490 < -0.322002 0.259021 2.811035 >
point14491 < -0.322026 0.259062 2.810895 >
point14492 < -0.322050 0.259102 2.810756 >
point14493 < -0.322074 0.259143 2.810616 >
point14494 < -0.322098 0.259183 2.810477 >
point14495 < -0.322122 0.259224 2.810337 >
point14496 < -0.322147 0.259265 2.810197 >
point14497 < -0.322171 0.259305 2.810058 >
point14498 < -0.322195 0.259346 2.809918 >
point14499 < -0.322219 0.259387 2.809778 >
point14500 < -0.322243 0.259428 2.809638 >
point14501 < -0.322268 0.259468 2.809498 >
point14502 < -0.322292 0.259509 2.809358 >
point14503 < -0.322316 0.259550 2.809218 >
point14504 < -0.322341 0.259591 2.809078 >
point14505 < -0.322365 0.259631 2.808938 >
point14506 < -0.322389 0.259672 2.808798 >
point14507 < -0.322414 0.259713 2.808658 >
point14508 < -0.322438 0.259754 2.808517 >
point14509 < -0.322462 0.259794 2.808377 >
point14510 < -0.322487 0.259835 2.808237 >
point14511 < -0.322511 0.259876 2.808096 >
point14512 < -0.322536 0.259917 2.807956 >
point14513 < -0.322560 0.259958 2.807815 >
point14514 < -0.322585 0.259999 2.807675 >
point14515 < -0.322609 0.260039 2.807534 >
point14516 < -0.322634 0.260080 2.807393 >
point14517 < -0.322658 0.260121 2.807253 >
point14518 < -0.322683 0.260162 2.807112 >
point14519 < -0.322707 0.260203 2.806971 >
point14520 < -0.322732 0.260244 2.806830 >
point14521 < -0.322757 0.260285 2.806689 >
point14522 < -0.322781 0.260326 2.806548 >
point14523 < -0.322806 0.260367 2.806407 >
point14524 < -0.322830 0.260408 2.806266 >
point14525 < -0.322855 0.260449 2.806125 >
point14526 < -0.322880 0.260490 2.805984 >
point14527 < -0.322905 0.260531 2.805843 >
point14528 < -0.322929 0.260572 2.805701 >
point14529 < -0.322954 0.260613 2.805560 >
point14530 < -0.322979 0.260654 2.805419 >
point14531 < -0.323004 0.260695 2.805277 >
point14532 < -0.323028 0.260736 2.805136 >
point14533 < -0.323053 0.260777 2.804994 >
point14534 < -0.323078 0.260818 2.804853 >
point14535 < -0.323103 0.260859 2.804711 >
point14536 < -0.323128 0.260900 2.804569 >
point14537 < -0.323153 0.260941 2.804428 >
point14538 < -0.323177 0.260982 2.804286 >
point14539 < -0.323202 0.261023 2.804144 >
point14540 < -0.323227 0.261064 2.804002 >
point14541 < -0.323252 0.261105 2.803860 >
point14542 < -0.323277 0.261146 2.803718 >
point14543 < -0.323302 0.261188 2.803576 >
point14544 < -0.323327 0.261229 2.803434 >
point14545 < -0.323352 0.261270 2.803292 >
point14546 < -0.323377 0.261311 2.803150 >
point14547 < -0.323402 0.261352 2.803008 >
point14548 < -0.323427 0.261393 2.802866 >
point14549 < -0.323452 0.261435 2.802723 >
point14550 < -0.323477 0.261476 2.802581 >
point14551 < -0.323503 0.261517 2.802439 >
point14552 < -0.323528 0.261558 2.802296 >
point14553 < -0.323553 0.261600 2.802154 >
point14554 < -0.323578 0.261641 2.802011 >
point14555 < -0.323603 0.261682 2.801868 >
point14556 < -0.323628 0.261723 2.801726 >
point14557 < -0.323654 0.261765 2.801583 >
point14558 < -0.323679 0.261806 2.801440 >
point14559 < -0.323704 0.261847 2.801297 >
point14560 < -0.323729 0.261889 2.801155 >
point14561 < -0.323755 0.261930 2.801012 >
point14562 < -0.323780 0.261971 2.800869 >
point14563 < -0.323805 0.262012 2.800726 >
point14564 < -0.323831 0.262054 2.800583 >
point14565 < -0.323856 0.262095 2.800440 >
point14566 < -0.323881 0.262137 2.800296 >
point14567 < -0.323907 0.262178 2.800153 >
point14568 < -0.323932 0.262219 2.800010 >
point14569 < -0.323958 0.262261 2.799867 >
point14570 < -0.323983 0.262302 2.799723 >
point14571 < -0.324009 0.262344 2.799580 >
point14572 < -0.324034 0.262385 2.799437 >
point14573 < -0.324060 0.262426 2.799293 >
point14574 < -0.324085 0.262468 2.799149 >
point14575 < -0.324111 0.262509 2.799006 >
point14576 < -0.324136 0.262551 2.798862 >
point14577 < -0.324162 0.262592 2.798719 >
point14578 < -0.324187 0.262634 2.798575 >
point14579 < -0.324213 0.262675 2.798431 >
point14580 < -0.324239 0.262717 2.798287 >
point14581 < -0.324264 0.262758 2.798143 >
point14582 < -0.324290 0.262800 2.797999 >
point14583 < -0.324316 0.262841 2.797855 >
point14584 < -0.324341 0.262883 2.797711 >
point14585 < -0.324367 0.262924 2.797567 >
point14586 < -0.324393 0.262966 2.797423 >
point14587 < -0.324418 0.263008 2.797279 >
point14588 < -0.324444 0.263049 2.797135 >
point14589 < -0.324470 0.263091 2.796990 >
point14590 < -0.324496 0.263132 2.796846 >
point14591 < -0.324522 0.263174 2.796702 >
point14592 < -0.324547 0.263216 2.796557 >
point14593 < -0.324573 0.263257 2.796413 >
point14594 < -0.324599 0.263299 2.796268 >
point14595 < -0.324625 0.263340 2.796124 >
point14596 < -0.324651 0.263382 2.795979 >
point14597 < -0.324677 0.263424 2.795834 >
point14598 < -0.324703 0.263465 2.795689 >
point14599 < -0.324729 0.263507 2.795545 >
point14600 < -0.324755 0.263549 2.795400 >
point14601 < -0.324781 0.263591 2.795255 >
point14602 < -0.324807 0.263632 2.795110 >
point14603 < -0.324833 0.263674 2.794965 >
point14604 < -0.324859 0.263716 2.794820 >
point14605 < -0.324885 0.263757 2.794675 >
point14606 < -0.324911 0.263799 2.794530 >
point14607 < -0.324937 0.263841 2.794385 >
point14608 < -0.324963 0.263883 2.794239 >
point14609 < -0.324989 0.263924 2.794094 >
point14610 < -0.325015 0.263966 2.793949 >
